                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    312,                 1.5782,                 1.1183,                 1.5962,                0.84638,                0.95224,                0.95503,                0.58501,                 1.2747,                0.97047,                 1.5227,              0.0023028,              0.0023028,              0.0023028
                    313,                 1.4778,                 1.1625,                 1.6087,                0.84638,                0.95224,                0.95503,                0.58501,                 1.2747,                0.97047,                 1.5227,               0.002278,               0.002278,               0.002278
                    314,                 1.4683,                 1.2701,                 1.5793,                0.92913,                0.89638,                 0.9649,                0.62272,                 1.2388,                 0.9295,                 1.5008,              0.0022533,              0.0022533,              0.0022533
                    315,                 1.3921,                 1.0312,                 1.5067,                0.92913,                0.89638,                 0.9649,                0.62272,                 1.2388,                 0.9295,                 1.5008,              0.0022285,              0.0022285,              0.0022285
                    316,                 1.6928,                 1.2128,                 1.6588,                0.91046,                0.90809,                0.95881,                0.60007,                  1.222,                0.93907,                 1.5157,              0.0022038,              0.0022038,              0.0022038
                    317,                 1.5129,                 1.1294,                 1.5229,                0.91046,                0.90809,                0.95881,                0.60007,                  1.222,                0.93907,                 1.5157,               0.002179,               0.002179,               0.002179
                    318,                 1.5165,                 1.1852,                 1.6249,                0.92618,                0.89696,                0.96637,                 0.6229,                 1.1781,                 0.9068,                 1.4673,              0.0021543,              0.0021543,              0.0021543
                    319,                  1.465,                 1.1937,                 1.5979,                0.92618,                0.89696,                0.96637,                 0.6229,                 1.1781,                 0.9068,                 1.4673,              0.0021295,              0.0021295,              0.0021295
                    320,                 1.4039,                 1.1959,                 1.4913,                0.91473,                0.90177,                0.97254,                0.58548,                 1.2486,                0.91476,                 1.4743,              0.0021048,              0.0021048,              0.0021048
                    321,                 1.4163,                 1.1695,                 1.4398,                0.91473,                0.90177,                0.97254,                0.58548,                 1.2486,                0.91476,                 1.4743,                0.00208,                0.00208,                0.00208
                    322,                 1.3415,                 1.0666,                 1.5545,                0.88725,                0.87868,                0.94197,                0.59114,                 1.2756,                0.91038,                 1.4937,              0.0020553,              0.0020553,              0.0020553
                    323,                 1.4727,                 1.0707,                 1.6662,                0.88725,                0.87868,                0.94197,                0.59114,                 1.2756,                0.91038,                 1.4937,              0.0020305,              0.0020305,              0.0020305
                    324,                 1.3665,                 1.0804,                 1.5791,                0.88323,                0.87868,                0.95146,                0.59943,                 1.2327,                0.91659,                 1.4857,              0.0020058,              0.0020058,              0.0020058
                    325,                 1.4872,                 1.1403,                 1.5624,                0.88323,                0.87868,                0.95146,                0.59943,                 1.2327,                0.91659,                 1.4857,               0.001981,               0.001981,               0.001981
                    326,                 1.2953,                 1.0337,                 1.5277,                0.85568,                0.93934,                 0.9563,                0.59424,                 1.2486,                0.91452,                 1.5025,              0.0019563,              0.0019563,              0.0019563
                    327,                 1.4812,                 1.2605,                 1.5803,                0.85568,                0.93934,                 0.9563,                0.59424,                 1.2486,                0.91452,                 1.5025,              0.0019315,              0.0019315,              0.0019315
                    328,                 1.4863,                 1.1986,                 1.4973,                0.87389,                0.95168,                0.97014,                0.59676,                 1.2351,                0.91549,                 1.4867,              0.0019068,              0.0019068,              0.0019068
                    329,                 1.3696,                 1.1657,                  1.489,                0.87389,                0.95168,                0.97014,                0.59676,                 1.2351,                0.91549,                 1.4867,               0.001882,               0.001882,               0.001882
                    330,                 1.4587,                 1.1722,                 1.5499,                0.96631,                0.87868,                0.97632,                0.58616,                 1.3305,                0.92271,                 1.5197,              0.0018572,              0.0018572,              0.0018572
                    331,                 1.4775,                 1.1332,                 1.6821,                0.96631,                0.87868,                0.97632,                0.58616,                 1.3305,                0.92271,                 1.5197,              0.0018325,              0.0018325,              0.0018325
                    332,                 1.5045,                  1.248,                 1.6349,                0.96791,                0.89307,                0.97753,                0.59929,                 1.3948,                0.95482,                 1.5446,              0.0018077,              0.0018077,              0.0018077
                    333,                 1.5498,                 1.1694,                 1.6678,                0.96791,                0.89307,                0.97753,                0.59929,                 1.3948,                0.95482,                 1.5446,               0.001783,               0.001783,               0.001783
                    334,                 1.6834,                 1.2978,                 1.6411,                 0.9641,                0.90081,                0.97427,                0.61572,                 1.3074,                0.93689,                 1.5183,              0.0017582,              0.0017582,              0.0017582
                    335,                 1.4819,                 1.2452,                 1.5482,                 0.9641,                0.90081,                0.97427,                0.61572,                 1.3074,                0.93689,                 1.5183,              0.0017335,              0.0017335,              0.0017335
                    336,                 1.3251,                 1.1771,                 1.5989,                0.94648,                0.90809,                0.98025,                 0.6149,                  1.288,                0.94721,                 1.5205,              0.0017087,              0.0017087,              0.0017087
                    337,                 1.5945,                 1.2727,                 1.6336,                0.94648,                0.90809,                0.98025,                 0.6149,                  1.288,                0.94721,                 1.5205,               0.001684,               0.001684,               0.001684
                    338,                 1.8409,                 1.5057,                  1.793,                0.93085,                0.94905,                0.97844,                0.62676,                 1.2589,                0.97711,                 1.5146,              0.0016592,              0.0016592,              0.0016592
                    339,                 1.3785,                 1.1307,                 1.5519,                0.93085,                0.94905,                0.97844,                0.62676,                 1.2589,                0.97711,                 1.5146,              0.0016345,              0.0016345,              0.0016345
                    340,                 1.3629,                 1.1827,                 1.5139,                0.95168,                0.94623,                0.97683,                 0.6423,                 1.2174,                0.93737,                 1.4978,              0.0016097,              0.0016097,              0.0016097
                    341,                 1.3042,                0.99554,                 1.5333,                0.95168,                0.94623,                0.97683,                 0.6423,                 1.2174,                0.93737,                 1.4978,               0.001585,               0.001585,               0.001585
                    342,                 1.5502,                 1.1484,                 1.6575,                0.96092,                0.93934,                0.97844,                0.66882,                 1.1442,                0.86882,                 1.4732,              0.0015602,              0.0015602,              0.0015602
                    343,                 1.3656,                 1.0708,                 1.5779,                0.96092,                0.93934,                0.97844,                0.66882,                 1.1442,                0.86882,                 1.4732,              0.0015355,              0.0015355,              0.0015355
                    344,                 1.5716,                  1.411,                 1.6293,                0.92996,                0.96046,                0.97692,                0.65725,                 1.1795,                0.89762,                 1.4774,              0.0015107,              0.0015107,              0.0015107
                    345,                 1.3791,                 1.0692,                  1.548,                0.92996,                0.96046,                0.97692,                0.65725,                 1.1795,                0.89762,                 1.4774,               0.001486,               0.001486,               0.001486
                    346,                 1.2994,                 1.0192,                 1.5793,                0.92672,                0.93122,                0.97372,                0.61155,                 1.1906,                0.89648,                 1.4903,              0.0014612,              0.0014612,              0.0014612
                    347,                 1.3758,                 1.1129,                  1.608,                0.92672,                0.93122,                0.97372,                0.61155,                 1.1906,                0.89648,                 1.4903,              0.0014365,              0.0014365,              0.0014365
                    348,                  1.559,                 1.1292,                 1.6073,                0.92615,                0.95619,                0.97929,                0.62836,                 1.1627,                 0.8633,                 1.4714,              0.0014117,              0.0014117,              0.0014117
                    349,                 1.3516,                 1.1055,                 1.4056,                0.92615,                0.95619,                0.97929,                0.62836,                 1.1627,                 0.8633,                 1.4714,               0.001387,               0.001387,               0.001387
                    350,                 1.4286,                 1.0715,                 1.6274,                0.91197,                0.95986,                0.97193,                0.64674,                 1.1327,                0.84067,                 1.4577,              0.0013622,              0.0013622,              0.0013622
                    351,                 1.4103,                 1.1254,                 1.5733,                0.91197,                0.95986,                0.97193,                0.64674,                 1.1327,                0.84067,                 1.4577,              0.0013375,              0.0013375,              0.0013375
                    352,                 1.4277,                 1.1282,                 1.6397,                 0.9217,                0.96429,                0.96876,                0.64149,                 1.1483,                0.84039,                 1.4558,              0.0013128,              0.0013128,              0.0013128
                    353,                 1.4156,                 1.1067,                 1.6816,                 0.9217,                0.96429,                0.96876,                0.64149,                 1.1483,                0.84039,                 1.4558,               0.001288,               0.001288,               0.001288
                    354,                 1.3663,                 1.1225,                 1.5723,                0.92972,                0.96673,                0.96804,                 0.6424,                 1.1683,                0.86236,                 1.4762,              0.0012633,              0.0012633,              0.0012633
                    355,                 1.4441,                 1.1382,                 1.6236,                0.92972,                0.96673,                0.96804,                 0.6424,                 1.1683,                0.86236,                 1.4762,              0.0012385,              0.0012385,              0.0012385
                    356,                 1.4332,                 1.0911,                 1.5411,                  0.932,                0.94498,                0.96491,                0.63833,                 1.1841,                0.86265,                 1.4857,              0.0012138,              0.0012138,              0.0012138
                    357,                 1.3877,                 1.0613,                 1.6545,                  0.932,                0.94498,                0.96491,                0.63833,                 1.1841,                0.86265,                 1.4857,               0.001189,               0.001189,               0.001189
                    358,                 1.5038,                 1.1462,                  1.668,                  0.933,                0.94738,                0.96622,                0.65163,                  1.185,                 0.8438,                 1.4748,              0.0011643,              0.0011643,              0.0011643
                    359,                 1.3613,                 1.1643,                 1.4898,                  0.933,                0.94738,                0.96622,                0.65163,                  1.185,                 0.8438,                 1.4748,              0.0011395,              0.0011395,              0.0011395
                    360,                 1.4014,                 1.0667,                  1.589,                0.96528,                0.89941,                0.97039,                0.64833,                  1.194,                0.83691,                 1.4759,              0.0011148,              0.0011148,              0.0011148
                    361,                 1.4353,                 1.1351,                 1.5197,                0.96528,                0.89941,                0.97039,                0.64833,                  1.194,                0.83691,                 1.4759,                0.00109,                0.00109,                0.00109
                    362,                 1.5078,                 1.1355,                  1.639,                0.93806,                0.95861,                0.97435,                0.66629,                 1.1742,                0.83749,                 1.4674,              0.0010653,              0.0010653,              0.0010653
                    363,                 1.3417,                 1.0296,                 1.5452,                0.93806,                0.95861,                0.97435,                0.66629,                 1.1742,                0.83749,                 1.4674,              0.0010405,              0.0010405,              0.0010405
                    364,                 1.4226,                 1.0611,                 1.5629,                0.95989,                0.96103,                0.97667,                0.66188,                 1.1698,                0.83492,                 1.4579,              0.0010158,              0.0010158,              0.0010158
                    365,                 1.4061,                 1.1043,                 1.6228,                0.95989,                0.96103,                0.97667,                0.66188,                 1.1698,                0.83492,                 1.4579,               0.000991,               0.000991,               0.000991
                    366,                 1.3005,                0.99403,                 1.4442,                0.95022,                0.95913,                0.97553,                0.65614,                 1.1795,                0.82047,                 1.4529,             0.00096625,             0.00096625,             0.00096625
                    367,                 1.4674,                 1.1347,                 1.5888,                0.95022,                0.95913,                0.97553,                0.65614,                 1.1795,                0.82047,                 1.4529,              0.0009415,              0.0009415,              0.0009415
                    368,                 1.4556,                 1.1285,                 1.6138,                0.94922,                0.96472,                  0.972,                0.65527,                  1.162,                0.83012,                  1.449,             0.00091675,             0.00091675,             0.00091675
                    369,                 1.3957,                 1.0269,                 1.5474,                0.94922,                0.96472,                  0.972,                0.65527,                  1.162,                0.83012,                  1.449,               0.000892,               0.000892,               0.000892
                    370,                 1.2375,                 1.0501,                 1.3889,                0.94816,                0.96116,                0.97478,                0.67724,                 1.1505,                0.83328,                 1.4466,             0.00086725,             0.00086725,             0.00086725
                    371,                 1.3945,                 1.1501,                  1.518,                0.94816,                0.96116,                0.97478,                0.67724,                 1.1505,                0.83328,                 1.4466,              0.0008425,              0.0008425,              0.0008425
                    372,                 1.3564,                  1.073,                 1.4487,                0.94845,                0.96103,                0.97377,                0.66002,                 1.1587,                0.84825,                 1.4401,             0.00081775,             0.00081775,             0.00081775
                    373,                 1.3756,                 1.0978,                  1.529,                0.94845,                0.96103,                0.97377,                0.66002,                 1.1587,                0.84825,                 1.4401,               0.000793,               0.000793,               0.000793
                    374,                  1.544,                 1.2255,                 1.8197,                0.95949,                 0.9621,                 0.9759,                0.67145,                 1.1251,                 0.8295,                 1.4384,             0.00076825,             0.00076825,             0.00076825
                    375,                 1.3066,                0.99594,                 1.4668,                0.95949,                 0.9621,                 0.9759,                0.67145,                 1.1251,                 0.8295,                 1.4384,              0.0007435,              0.0007435,              0.0007435
                    376,                 1.3792,                 1.0589,                 1.3949,                0.96255,                0.96702,                 0.9786,                0.66152,                 1.1228,                0.82535,                 1.4302,             0.00071875,             0.00071875,             0.00071875
                    377,                 1.4778,                 1.1348,                 1.6804,                0.96255,                0.96702,                 0.9786,                0.66152,                 1.1228,                0.82535,                 1.4302,               0.000694,               0.000694,               0.000694
                    378,                 1.4202,                 1.2151,                 1.5695,                0.96006,                0.97059,                0.98449,                0.67049,                 1.1246,                 0.8172,                 1.4212,             0.00066925,             0.00066925,             0.00066925
                    379,                 1.3151,                 1.0022,                 1.5214,                0.96006,                0.97059,                0.98449,                0.67049,                 1.1246,                 0.8172,                 1.4212,              0.0006445,              0.0006445,              0.0006445
                    380,                 1.3394,                0.98659,                 1.4753,                0.95799,                0.97059,                0.98325,                0.66137,                  1.096,                0.80174,                  1.407,             0.00061975,             0.00061975,             0.00061975
                    381,                  1.462,                 1.0602,                 1.5944,                0.95799,                0.97059,                0.98325,                0.66137,                  1.096,                0.80174,                  1.407,               0.000595,               0.000595,               0.000595
                    382,                 1.2044,                0.89578,                   1.37,                0.96072,                0.97059,                0.98325,                0.67864,                 1.0792,                0.79219,                 1.4011,             0.00057025,             0.00057025,             0.00057025
                    383,                 1.3684,                 1.0582,                 1.5955,                0.96072,                0.97059,                0.98325,                0.67864,                 1.0792,                0.79219,                 1.4011,              0.0005455,              0.0005455,              0.0005455
                    384,                 1.1825,                0.96146,                 1.4164,                0.96633,                0.97659,                0.98765,                0.68805,                 1.0646,                0.78129,                 1.3938,             0.00052075,             0.00052075,             0.00052075
                    385,                 1.5837,                 1.2385,                 1.5863,                0.96633,                0.97659,                0.98765,                0.68805,                 1.0646,                0.78129,                 1.3938,               0.000496,               0.000496,               0.000496
                    386,                 1.3184,                 1.0209,                 1.5174,                0.96022,                0.97059,                0.98325,                0.70178,                 1.0611,                0.77825,                  1.399,             0.00047125,             0.00047125,             0.00047125
                    387,                 1.4643,                 1.1517,                 1.5447,                0.96022,                0.97059,                0.98325,                0.70178,                 1.0611,                0.77825,                  1.399,              0.0004465,              0.0004465,              0.0004465
                    388,                 1.4303,                  1.033,                 1.6303,                0.96052,                0.97059,                 0.9839,                0.69239,                 1.0662,                 0.7975,                 1.4094,             0.00042175,             0.00042175,             0.00042175
                    389,                 1.2838,                 1.0217,                 1.4228,                0.96052,                0.97059,                 0.9839,                0.69239,                 1.0662,                 0.7975,                 1.4094,               0.000397,               0.000397,               0.000397
                    390,                 1.3134,                 1.2912,                 1.4925,                0.96231,                0.97051,                0.98707,                0.68844,                 1.0681,                0.79744,                 1.4043,             0.00037225,             0.00037225,             0.00037225
                    391,                 1.1991,                 1.1627,                 1.3855,                0.96231,                0.97051,                0.98707,                0.68844,                 1.0681,                0.79744,                 1.4043,              0.0003475,              0.0003475,              0.0003475
                    392,                  1.269,                 1.1639,                 1.4428,                0.96216,                0.96949,                0.98884,                0.67517,                 1.0648,                 0.7968,                 1.3952,             0.00032275,             0.00032275,             0.00032275
                    393,                 1.3784,                 1.2092,                 1.6582,                0.96216,                0.96949,                0.98884,                0.67517,                 1.0648,                 0.7968,                 1.3952,               0.000298,               0.000298,               0.000298
                    394,                 1.1923,                 1.0552,                 1.5083,                0.96246,                0.96739,                0.98884,                0.67664,                 1.0782,                0.80337,                 1.3913,             0.00027325,             0.00027325,             0.00027325
                    395,                 1.2593,                  1.156,                 1.4295,                0.96246,                0.96739,                0.98884,                0.67664,                 1.0782,                0.80337,                 1.3913,              0.0002485,              0.0002485,              0.0002485
                    396,                 1.3282,                 1.2409,                 1.5561,                 0.9613,                0.96529,                0.98884,                0.66514,                 1.0928,                0.80868,                 1.3881,             0.00022375,             0.00022375,             0.00022375
                    397,                 1.2088,                 1.0891,                  1.407,                 0.9613,                0.96529,                0.98884,                0.66514,                 1.0928,                0.80868,                 1.3881,               0.000199,               0.000199,               0.000199
                    398,                 1.1921,                   1.13,                 1.4802,                0.95803,                0.96942,                0.98884,                0.67444,                 1.1141,                0.80816,                 1.3897,             0.00017425,             0.00017425,             0.00017425
                    399,                 1.2576,                 1.0905,                 1.4167,                0.95803,                0.96942,                0.98884,                0.67444,                 1.1141,                0.80816,                 1.3897,              0.0001495,              0.0001495,              0.0001495
